Row ID,Industry,Company,Name,Project Type,Project_Status,Technology,Key Tech,Key Values,Location,Region,Year,More
46.0,CONSULTING,KPMG,Coupa Implementation,PRODUCT,Completed,Data Analytics,Analytics & Visualization,Decision Making,China,Asia,,
46.0,CONSULTING,KPMG,Coupa Implementation,PRODUCT,Completed,P2P,Analytics & Visualization,Decision Making,China,Asia,,
46.0,CONSULTING,KPMG,Coupa Implementation,PRODUCT,Completed,Platform,Analytics & Visualization,Decision Making,China,Asia,,
46.0,CONSULTING,KPMG,Coupa Implementation,PRODUCT,Completed,Data Aggregation,Analytics & Visualization,Decision Making,China,Asia,,
46.0,CONSULTING,KPMG,Coupa Implementation,PRODUCT,Completed,Automation,Analytics & Visualization,Decision Making,China,Asia,,
46.0,CONSULTING,KPMG,Coupa Implementation,PRODUCT,Completed,API,Analytics & Visualization,Decision Making,China,Asia,,
47.0,CONSULTING,KPMG,The Future of Cities Report,RESEARCH,Completed,Data Analytics,Analytics & Visualization,Customer Centricity,Global,Other,2021,
47.0,CONSULTING,KPMG,The Future of Cities Report,RESEARCH,Completed,Data Visualisation,Analytics & Visualization,Customer Centricity,Global,Other,2021,
48.0,CONSULTING,Mott MacDonald,Osprey,PRODUCT,Completed,Database,Data Governance & Interoperability,Decision Making,UK,Other,2019,
48.0,CONSULTING,Mott MacDonald,Osprey,PRODUCT,Completed,Data Analytics,Data Governance & Interoperability,Decision Making,UK,Other,2019,
48.0,CONSULTING,Mott MacDonald,Osprey,PRODUCT,Completed,Data Visualisation,Data Governance & Interoperability,Decision Making,UK,Other,2019,
48.0,CONSULTING,Mott MacDonald,Osprey,PRODUCT,Completed,Data Aggregation,Data Governance & Interoperability,Decision Making,UK,Other,2019,
48.0,CONSULTING,Mott MacDonald,Osprey,PRODUCT,Completed,Automation,Data Governance & Interoperability,Decision Making,UK,Other,2019,
48.0,CONSULTING,Mott MacDonald,Osprey,PRODUCT,Completed,Dashboard,Data Governance & Interoperability,Decision Making,UK,Other,2019,
48.0,CONSULTING,Mott MacDonald,Osprey,PRODUCT,Completed,Platform,Data Governance & Interoperability,Decision Making,UK,Other,2019,
48.0,CONSULTING,Mott MacDonald,Osprey,PRODUCT,Completed,User Interface,Data Governance & Interoperability,Decision Making,UK,Other,2019,
48.0,CONSULTING,Mott MacDonald,Osprey,PRODUCT,Completed,Cloud,Data Governance & Interoperability,Decision Making,UK,Other,2019,
49.0,CONSULTING,Mott MacDonald,Wimbledon 400kV substation,BUILDING,Completed,Building Information Modeling,Analytics & Visualization,Decision Making,UK,Other,2011,
49.0,CONSULTING,Mott MacDonald,Wimbledon 400kV substation,BUILDING,Completed,3D Modelling,Analytics & Visualization,Decision Making,UK,Other,2011,
49.0,CONSULTING,Mott MacDonald,Wimbledon 400kV substation,BUILDING,Completed,Data Visualisation,Analytics & Visualization,Decision Making,UK,Other,2011,
49.0,CONSULTING,Mott MacDonald,Wimbledon 400kV substation,BUILDING,Completed,Parametric Modelling,Analytics & Visualization,Decision Making,UK,Other,2011,
50.0,CONSULTING,Mott MacDonald,Delivering the Next Generation of Hospitals,INITIATIVE,Ongoing,Data Analytics,Analytics & Visualization,Sustainability,UK,Other,ongoing,
50.0,CONSULTING,Mott MacDonald,Delivering the Next Generation of Hospitals,INITIATIVE,Ongoing,Data Visualisation,Analytics & Visualization,Sustainability,UK,Other,ongoing,
51.0,CONSULTING,Mott MacDonald,Moata Smart Energy,PRODUCT,Ongoing,Data Analytics,Analytics & Visualization,Decision Making,UK,Other,ongoing,
51.0,CONSULTING,Mott MacDonald,Moata Smart Energy,PRODUCT,Ongoing,Machine Learning,Analytics & Visualization,Decision Making,UK,Other,ongoing,
51.0,CONSULTING,Mott MacDonald,Moata Smart Energy,PRODUCT,Ongoing,Data Visualisation,Analytics & Visualization,Decision Making,UK,Other,ongoing,
51.0,CONSULTING,Mott MacDonald,Moata Smart Energy,PRODUCT,Ongoing,Platofrm,Analytics & Visualization,Decision Making,UK,Other,ongoing,
51.0,CONSULTING,Mott MacDonald,Moata Smart Energy,PRODUCT,Ongoing,User Interface,Analytics & Visualization,Decision Making,UK,Other,ongoing,
51.0,CONSULTING,Mott MacDonald,Moata Smart Energy,PRODUCT,Ongoing,Data Aggregation,Analytics & Visualization,Decision Making,UK,Other,ongoing,
51.0,CONSULTING,Mott MacDonald,Moata Smart Energy,PRODUCT,Ongoing,Automation,Analytics & Visualization,Decision Making,UK,Other,ongoing,
52.0,CONSULTING,Arcadis,IBI Group Bristol Operations Centre,INITIATIVE,Completed,City OS,Analytics & Visualization,Decision Making,UK,Other,2016,
52.0,CONSULTING,Arcadis,IBI Group Bristol Operations Centre,INITIATIVE,Completed,Dashboard,Analytics & Visualization,Decision Making,UK,Other,2016,
52.0,CONSULTING,Arcadis,IBI Group Bristol Operations Centre,INITIATIVE,Completed,Platform,Analytics & Visualization,Decision Making,UK,Other,2016,
52.0,CONSULTING,Arcadis,IBI Group Bristol Operations Centre,INITIATIVE,Completed,API,Analytics & Visualization,Decision Making,UK,Other,2016,
52.0,CONSULTING,Arcadis,IBI Group Bristol Operations Centre,INITIATIVE,Completed,Big data computation,Analytics & Visualization,Decision Making,UK,Other,2016,
52.0,CONSULTING,Arcadis,IBI Group Bristol Operations Centre,INITIATIVE,Completed,Data Analytics,Analytics & Visualization,Decision Making,UK,Other,2016,
52.0,CONSULTING,Arcadis,IBI Group Bristol Operations Centre,INITIATIVE,Completed,Data Integration,Analytics & Visualization,Decision Making,UK,Other,2016,
52.0,CONSULTING,Arcadis,IBI Group Bristol Operations Centre,INITIATIVE,Completed,Opendata,Analytics & Visualization,Decision Making,UK,Other,2016,
53.0,CONSULTING,Arcadis,CurbIQ Dublin Digital Mapping,PRODUCT,Completed,Hardware sensing,Analytics & Visualization,Decision Making,Ireland,Other,2022,
53.0,CONSULTING,Arcadis,CurbIQ Dublin Digital Mapping,PRODUCT,Completed,Data processing,Analytics & Visualization,Decision Making,Ireland,Other,2022,
53.0,CONSULTING,Arcadis,CurbIQ Dublin Digital Mapping,PRODUCT,Completed,Digital Mapping,Analytics & Visualization,Decision Making,Ireland,Other,2022,
53.0,CONSULTING,Arcadis,CurbIQ Dublin Digital Mapping,PRODUCT,Completed,API,Analytics & Visualization,Decision Making,Ireland,Other,2022,
53.0,CONSULTING,Arcadis,CurbIQ Dublin Digital Mapping,PRODUCT,Completed,Data Visualisation,Analytics & Visualization,Decision Making,Ireland,Other,2022,
53.0,CONSULTING,Arcadis,CurbIQ Dublin Digital Mapping,PRODUCT,Completed,Software Tech,Analytics & Visualization,Decision Making,Ireland,Other,2022,
53.0,CONSULTING,Arcadis,CurbIQ Dublin Digital Mapping,PRODUCT,Completed,Platform',Analytics & Visualization,Decision Making,Ireland,Other,2022,
54.0,CONSULTING,Arcadis,511NY Travel Information System,PRODUCT,Completed,Mobile sensing,Analytics & Visualization,Decision Making,USA,North America,2015,
54.0,CONSULTING,Arcadis,511NY Travel Information System,PRODUCT,Completed,Data Analytics,Analytics & Visualization,Decision Making,USA,North America,2015,
54.0,CONSULTING,Arcadis,511NY Travel Information System,PRODUCT,Completed,Data Fusion,Analytics & Visualization,Decision Making,USA,North America,2015,
54.0,CONSULTING,Arcadis,511NY Travel Information System,PRODUCT,Completed,Big data computation,Analytics & Visualization,Decision Making,USA,North America,2015,
54.0,CONSULTING,Arcadis,511NY Travel Information System,PRODUCT,Completed,GIS,Analytics & Visualization,Decision Making,USA,North America,2015,
54.0,CONSULTING,Arcadis,511NY Travel Information System,PRODUCT,Completed,Platform,Analytics & Visualization,Decision Making,USA,North America,2015,
54.0,CONSULTING,Arcadis,511NY Travel Information System,PRODUCT,Completed,Software Tech,Analytics & Visualization,Decision Making,USA,North America,2015,
54.0,CONSULTING,Arcadis,511NY Travel Information System,PRODUCT,Completed,Digital Web,Analytics & Visualization,Decision Making,USA,North America,2015,
54.0,CONSULTING,Arcadis,511NY Travel Information System,PRODUCT,Completed,Mobile Interface,Analytics & Visualization,Decision Making,USA,North America,2015,
55.0,CONSULTING,Arcadis,Geofluxus,PRODUCT,Completed,Data Analytics,Analytics & Visualization,Decision Making,Netherlands,Other,2019,
55.0,CONSULTING,Arcadis,Geofluxus,PRODUCT,Completed,Advanced analytics,Analytics & Visualization,Decision Making,Netherlands,Other,2019,
55.0,CONSULTING,Arcadis,Geofluxus,PRODUCT,Completed,Machine learning,Analytics & Visualization,Decision Making,Netherlands,Other,2019,
55.0,CONSULTING,Arcadis,Geofluxus,PRODUCT,Completed,Geo-spatial mapping,Analytics & Visualization,Decision Making,Netherlands,Other,2019,
55.0,CONSULTING,Arcadis,Geofluxus,PRODUCT,Completed,Platform,Analytics & Visualization,Decision Making,Netherlands,Other,2019,
56.0,CONSULTING,Stantec,ADEPT Thames Valley Live lab,INFRASTRUCTURE,Completed,Machine Learning,Analytics & Visualization,Decision Making,England,Other,2022,
56.0,CONSULTING,Stantec,ADEPT Thames Valley Live lab,INFRASTRUCTURE,Completed,AI,Analytics & Visualization,Decision Making,England,Other,2022,
56.0,CONSULTING,Stantec,ADEPT Thames Valley Live lab,INFRASTRUCTURE,Completed,Advanced analytics,Analytics & Visualization,Decision Making,England,Other,2022,
56.0,CONSULTING,Stantec,ADEPT Thames Valley Live lab,INFRASTRUCTURE,Completed,Dashboard,Analytics & Visualization,Decision Making,England,Other,2022,
56.0,CONSULTING,Stantec,ADEPT Thames Valley Live lab,INFRASTRUCTURE,Completed,Platform,Analytics & Visualization,Decision Making,England,Other,2022,
56.0,CONSULTING,Stantec,ADEPT Thames Valley Live lab,INFRASTRUCTURE,Completed,Software Tech,Analytics & Visualization,Decision Making,England,Other,2022,
57.0,CONSULTING,Stantec,Stantac.io,INITIATIVE,Ongoing,Cloud computing,AI & Machine Learning,Sustainability,USA,North America,ongoing,
57.0,CONSULTING,Stantec,Stantac.io,INITIATIVE,Ongoing,machine learning,AI & Machine Learning,Sustainability,USA,North America,ongoing,
57.0,CONSULTING,Stantec,Stantac.io,INITIATIVE,Ongoing,AR/VR,AI & Machine Learning,Sustainability,USA,North America,ongoing,
57.0,CONSULTING,Stantec,Stantac.io,INITIATIVE,Ongoing,Parametric Design,AI & Machine Learning,Sustainability,USA,North America,ongoing,
57.0,CONSULTING,Stantec,Stantac.io,INITIATIVE,Ongoing,blockchain,AI & Machine Learning,Sustainability,USA,North America,ongoing,
57.0,CONSULTING,Stantec,Stantac.io,INITIATIVE,Ongoing,digital twins,AI & Machine Learning,Sustainability,USA,North America,ongoing,
57.0,CONSULTING,Stantec,Stantac.io,INITIATIVE,Ongoing,IoT,AI & Machine Learning,Sustainability,USA,North America,ongoing,
57.0,CONSULTING,Stantec,Stantac.io,INITIATIVE,Ongoing,Edge computing,AI & Machine Learning,Sustainability,USA,North America,ongoing,
58.0,CONSULTING,Stantec,Flood Predictor,PRODUCT,Completed,Machine Learning,Analytics & Visualization,Decision Making,USA,North America,2022,
58.0,CONSULTING,Stantec,Flood Predictor,PRODUCT,Completed,big data computation,Analytics & Visualization,Decision Making,USA,North America,2022,
58.0,CONSULTING,Stantec,Flood Predictor,PRODUCT,Completed,Platform,Analytics & Visualization,Decision Making,USA,North America,2022,
58.0,CONSULTING,Stantec,Flood Predictor,PRODUCT,Completed,GIS,Analytics & Visualization,Decision Making,USA,North America,2022,
59.0,CONSULTING,Stantec,Transport Canada CI Application Program,INFRASTRUCTURE,Completed,Data Analytics,Analytics & Visualization,Decision Making,Canada,Other,,
59.0,CONSULTING,Stantec,Transport Canada CI Application Program,INFRASTRUCTURE,Completed,Advanced Analytics,Analytics & Visualization,Decision Making,Canada,Other,,
59.0,CONSULTING,Stantec,Transport Canada CI Application Program,INFRASTRUCTURE,Completed,Natural Language Processing,Analytics & Visualization,Decision Making,Canada,Other,,
59.0,CONSULTING,Stantec,Transport Canada CI Application Program,INFRASTRUCTURE,Completed,Machine Learning,Analytics & Visualization,Decision Making,Canada,Other,,
60.0,CONSULTING,Stantec,Smart Technology for Greystar Australia,INFRASTRUCTURE,Ongoing,Hardware Sensing,Analytics & Visualization,Decision Making,Australia,Other,2024,
60.0,CONSULTING,Stantec,Smart Technology for Greystar Australia,INFRASTRUCTURE,Ongoing,IoT,Analytics & Visualization,Decision Making,Australia,Other,2024,
60.0,CONSULTING,Stantec,Smart Technology for Greystar Australia,INFRASTRUCTURE,Ongoing,Data Analytics,Analytics & Visualization,Decision Making,Australia,Other,2024,
60.0,CONSULTING,Stantec,Smart Technology for Greystar Australia,INFRASTRUCTURE,Ongoing,Platform,Analytics & Visualization,Decision Making,Australia,Other,2024,
60.0,CONSULTING,Stantec,Smart Technology for Greystar Australia,INFRASTRUCTURE,Ongoing,Software Tech,Analytics & Visualization,Decision Making,Australia,Other,2024,
61.0,CONSULTING,PWC,Mumbai and Pune Surveillance,INFRASTRUCTURE,Ongoing,Hardware sensing,Analytics & Visualization,Flexibility,India,Other,ongoing,
61.0,CONSULTING,PWC,Mumbai and Pune Surveillance,INFRASTRUCTURE,Ongoing,IoT,Analytics & Visualization,Flexibility,India,Other,ongoing,
61.0,CONSULTING,PWC,Mumbai and Pune Surveillance,INFRASTRUCTURE,Ongoing,Platform,Analytics & Visualization,Flexibility,India,Other,ongoing,
61.0,CONSULTING,PWC,Mumbai and Pune Surveillance,INFRASTRUCTURE,Ongoing,Data Analytics,Analytics & Visualization,Flexibility,India,Other,ongoing,
61.0,CONSULTING,PWC,Mumbai and Pune Surveillance,INFRASTRUCTURE,Ongoing,Data Processing,Analytics & Visualization,Flexibility,India,Other,ongoing,
61.0,CONSULTING,PWC,Mumbai and Pune Surveillance,INFRASTRUCTURE,Ongoing,Data Visualisation,Analytics & Visualization,Flexibility,India,Other,ongoing,
62.0,CONSULTING,PWC,PWC Insights,INITIATIVE,Ongoing,Data Analytics,Analytics & Visualization,Customer Centricity,nil,Other,ongoing,
62.0,CONSULTING,PWC,PWC Insights,INITIATIVE,Ongoing,Data Visualisation,Analytics & Visualization,Customer Centricity,nil,Other,ongoing,
63.0,CONSULTING,PWC,Smart City Prague,PRODUCT,Completed,City OS,Analytics & Visualization,Decision Making,Czech Republic,Other,2020,
63.0,CONSULTING,PWC,Smart City Prague,PRODUCT,Completed,Platform,Analytics & Visualization,Decision Making,Czech Republic,Other,2020,
63.0,CONSULTING,PWC,Smart City Prague,PRODUCT,Completed,Big data computation,Analytics & Visualization,Decision Making,Czech Republic,Other,2020,
63.0,CONSULTING,PWC,Smart City Prague,PRODUCT,Completed,Data Analytics,Analytics & Visualization,Decision Making,Czech Republic,Other,2020,
64.0,CONSULTING,PWC,Strategy&: Inverting the Transport Pyramid,RESEARCH,Completed,Data Analytics,Analytics & Visualization,Customer Centricity,nil,Other,2021,
64.0,CONSULTING,PWC,Strategy&: Inverting the Transport Pyramid,RESEARCH,Completed,Data Visualisation,Analytics & Visualization,Customer Centricity,nil,Other,2021,
65.0,CONSULTING,PWC,Digital Solutions for Aukland Transport,INFRASTRUCTURE,Completed,Mobile Application,Analytics & Visualization,Decision Making,New Zealand,Other,2016,
65.0,CONSULTING,PWC,Digital Solutions for Aukland Transport,INFRASTRUCTURE,Completed,AI,Analytics & Visualization,Decision Making,New Zealand,Other,2016,
65.0,CONSULTING,PWC,Digital Solutions for Aukland Transport,INFRASTRUCTURE,Completed,Data Analytics,Analytics & Visualization,Decision Making,New Zealand,Other,2016,
65.0,CONSULTING,PWC,Digital Solutions for Aukland Transport,INFRASTRUCTURE,Completed,Real-time,Analytics & Visualization,Decision Making,New Zealand,Other,2016,
65.0,CONSULTING,PWC,Digital Solutions for Aukland Transport,INFRASTRUCTURE,Completed,Cloud Computing,Analytics & Visualization,Decision Making,New Zealand,Other,2016,
65.0,CONSULTING,PWC,Digital Solutions for Aukland Transport,INFRASTRUCTURE,Completed,Big Data Computation,Analytics & Visualization,Decision Making,New Zealand,Other,2016,
65.0,CONSULTING,PWC,Digital Solutions for Aukland Transport,INFRASTRUCTURE,Completed,API Hub,Analytics & Visualization,Decision Making,New Zealand,Other,2016,
65.0,CONSULTING,PWC,Digital Solutions for Aukland Transport,INFRASTRUCTURE,Completed,Automation,Analytics & Visualization,Decision Making,New Zealand,Other,2016,
66.0,CONSULTING,WSP,San Franciso International Airport,INFRASTRUCTURE,Completed,IoT,Analytics & Visualization,Flexibility,USA,North America,2014,
66.0,CONSULTING,WSP,San Franciso International Airport,INFRASTRUCTURE,Completed,Platform,Analytics & Visualization,Flexibility,USA,North America,2014,
66.0,CONSULTING,WSP,San Franciso International Airport,INFRASTRUCTURE,Completed,User Interface,Analytics & Visualization,Flexibility,USA,North America,2014,
67.0,CONSULTING,WSP,Helsingborg Smart City: Future Outdoor Lighting & IoT,INFRASTRUCTURE,Completed,Hardware Sensing,Analytics & Visualization,Decision Making,Sweden,Other,2022,
67.0,CONSULTING,WSP,Helsingborg Smart City: Future Outdoor Lighting & IoT,INFRASTRUCTURE,Completed,IoT,Analytics & Visualization,Decision Making,Sweden,Other,2022,
67.0,CONSULTING,WSP,Helsingborg Smart City: Future Outdoor Lighting & IoT,INFRASTRUCTURE,Completed,Data Analytics,Analytics & Visualization,Decision Making,Sweden,Other,2022,
67.0,CONSULTING,WSP,Helsingborg Smart City: Future Outdoor Lighting & IoT,INFRASTRUCTURE,Completed,GIS,Analytics & Visualization,Decision Making,Sweden,Other,2022,
67.0,CONSULTING,WSP,Helsingborg Smart City: Future Outdoor Lighting & IoT,INFRASTRUCTURE,Completed,Platform,Analytics & Visualization,Decision Making,Sweden,Other,2022,
67.0,CONSULTING,WSP,Helsingborg Smart City: Future Outdoor Lighting & IoT,INFRASTRUCTURE,Completed,Urban OS,Analytics & Visualization,Decision Making,Sweden,Other,2022,
68.0,CONSULTING,WSP,Shanghai West Bund AI Tower,BUILDING,Completed,Hardware Sensing,Analytics & Visualization,Decision Making,China,Asia,2020,
68.0,CONSULTING,WSP,Shanghai West Bund AI Tower,BUILDING,Completed,IoT,Analytics & Visualization,Decision Making,China,Asia,2020,
68.0,CONSULTING,WSP,Shanghai West Bund AI Tower,BUILDING,Completed,Platform,Analytics & Visualization,Decision Making,China,Asia,2020,
68.0,CONSULTING,WSP,Shanghai West Bund AI Tower,BUILDING,Completed,Building Information Modeling,Analytics & Visualization,Decision Making,China,Asia,2020,
68.0,CONSULTING,WSP,Shanghai West Bund AI Tower,BUILDING,Completed,Digital Twins,Analytics & Visualization,Decision Making,China,Asia,2020,
68.0,CONSULTING,WSP,Shanghai West Bund AI Tower,BUILDING,Completed,Platform,Analytics & Visualization,Decision Making,China,Asia,2020,
68.0,CONSULTING,WSP,Shanghai West Bund AI Tower,BUILDING,Completed,User Interface,Analytics & Visualization,Decision Making,China,Asia,2020,
68.0,CONSULTING,WSP,Shanghai West Bund AI Tower,BUILDING,Completed,Software Tech,Analytics & Visualization,Decision Making,China,Asia,2020,
68.0,CONSULTING,WSP,Shanghai West Bund AI Tower,BUILDING,Completed,Real time,Analytics & Visualization,Decision Making,China,Asia,2020,
69.0,CONSULTING,WSP,Office of the Future,INITIATIVE,Completed,Data Analytics,Analytics & Visualization,Customer Centricity,nil,Other,2022,
69.0,CONSULTING,WSP,Office of the Future,INITIATIVE,Completed,Data Visualisation,Analytics & Visualization,Customer Centricity,nil,Other,2022,
70.0,CONSULTING,WSP,14TH@IRVING,BUILDING,Completed,Hardware Sensing,Analytics & Visualization,Decision Making,USA,North America,2018,
70.0,CONSULTING,WSP,14TH@IRVING,BUILDING,Completed,Mobile Application,Analytics & Visualization,Decision Making,USA,North America,2018,
70.0,CONSULTING,WSP,14TH@IRVING,BUILDING,Completed,User Interface,Analytics & Visualization,Decision Making,USA,North America,2018,
70.0,CONSULTING,WSP,14TH@IRVING,BUILDING,Completed,IoT,Analytics & Visualization,Decision Making,USA,North America,2018,
70.0,CONSULTING,WSP,14TH@IRVING,BUILDING,Completed,Data Analytics,Analytics & Visualization,Decision Making,USA,North America,2018,
70.0,CONSULTING,WSP,14TH@IRVING,BUILDING,Completed,AI,Analytics & Visualization,Decision Making,USA,North America,2018,
70.0,CONSULTING,WSP,14TH@IRVING,BUILDING,Completed,Computational Design,Analytics & Visualization,Decision Making,USA,North America,2018,
71.0,TECH,Google,Sidewalk Toronto,URBAN DESIGN,Unknown,Building Information Modeling,Analytics & Visualization,Decision Making,Canada,Other,2020,
71.0,TECH,Google,Sidewalk Toronto,URBAN DESIGN,Unknown,Geometry Generative Design,Analytics & Visualization,Decision Making,Canada,Other,2020,
71.0,TECH,Google,Sidewalk Toronto,URBAN DESIGN,Unknown,Urban Data Analytics,Analytics & Visualization,Decision Making,Canada,Other,2020,
71.0,TECH,Google,Sidewalk Toronto,URBAN DESIGN,Unknown,Real Time Evaluation,Analytics & Visualization,Decision Making,Canada,Other,2020,
71.0,TECH,Google,Sidewalk Toronto,URBAN DESIGN,Unknown,Simulation & Visualization,Analytics & Visualization,Decision Making,Canada,Other,2020,
71.0,TECH,Google,Sidewalk Toronto,URBAN DESIGN,Unknown,Data Interpretation,Analytics & Visualization,Decision Making,Canada,Other,2020,
72.0,TECH,Google,Intersection,PRODUCT,Completed,Hardware Sensing,Analytics & Visualization,Decision Making,USA,North America,2015,
72.0,TECH,Google,Intersection,PRODUCT,Completed,Wireless network,Analytics & Visualization,Decision Making,USA,North America,2015,
72.0,TECH,Google,Intersection,PRODUCT,Completed,IoT,Analytics & Visualization,Decision Making,USA,North America,2015,
72.0,TECH,Google,Intersection,PRODUCT,Completed,Platform,Analytics & Visualization,Decision Making,USA,North America,2015,
72.0,TECH,Google,Intersection,PRODUCT,Completed,User Interface,Analytics & Visualization,Decision Making,USA,North America,2015,
72.0,TECH,Google,Intersection,PRODUCT,Completed,Digital Mapping,Analytics & Visualization,Decision Making,USA,North America,2015,
72.0,TECH,Google,Intersection,PRODUCT,Completed,Hardware Display,Analytics & Visualization,Decision Making,USA,North America,2015,
72.0,TECH,Google,Intersection,PRODUCT,Completed,Human Computer Interaction,Analytics & Visualization,Decision Making,USA,North America,2015,
73.0,TECH,Google,Delve,PRODUCT,Completed,Building Information Modeling,Analytics & Visualization,Decision Making,USA,North America,2020,
73.0,TECH,Google,Delve,PRODUCT,Completed,Generative design,Analytics & Visualization,Decision Making,USA,North America,2020,
73.0,TECH,Google,Delve,PRODUCT,Completed,AI,Analytics & Visualization,Decision Making,USA,North America,2020,
73.0,TECH,Google,Delve,PRODUCT,Completed,Dashboard,Analytics & Visualization,Decision Making,USA,North America,2020,
73.0,TECH,Google,Delve,PRODUCT,Completed,Platform,Analytics & Visualization,Decision Making,USA,North America,2020,
73.0,TECH,Google,Delve,PRODUCT,Completed,User Interface,Analytics & Visualization,Decision Making,USA,North America,2020,
73.0,TECH,Google,Delve,PRODUCT,Completed,Data Analytics,Analytics & Visualization,Decision Making,USA,North America,2020,
73.0,TECH,Google,Delve,PRODUCT,Completed,Data Modelling,Analytics & Visualization,Decision Making,USA,North America,2020,
73.0,TECH,Google,Delve,PRODUCT,Completed,3D Modelling,Analytics & Visualization,Decision Making,USA,North America,2020,
74.0,TECH,Google,Mesa,PRODUCT,Completed,AI,Analytics & Visualization,Decision Making,USA,North America,2020,
74.0,TECH,Google,Mesa,PRODUCT,Completed,Platform,Analytics & Visualization,Decision Making,USA,North America,2020,
74.0,TECH,Google,Mesa,PRODUCT,Completed,IoT,Analytics & Visualization,Decision Making,USA,North America,2020,
74.0,TECH,Google,Mesa,PRODUCT,Completed,Data Annalytics,Analytics & Visualization,Decision Making,USA,North America,2020,
74.0,TECH,Google,Mesa,PRODUCT,Completed,Automation,Analytics & Visualization,Decision Making,USA,North America,2020,
74.0,TECH,Google,Mesa,PRODUCT,Completed,Hardware sensing,Analytics & Visualization,Decision Making,USA,North America,2020,
74.0,TECH,Google,Mesa,PRODUCT,Completed,User Interface,Analytics & Visualization,Decision Making,USA,North America,2020,
74.0,TECH,Google,Mesa,PRODUCT,Completed,Cloud Computing,Analytics & Visualization,Decision Making,USA,North America,2020,
75.0,TECH,Google,Sidewalk Portland,URBAN DESIGN,Unknown,Data Processing,Analytics & Visualization,Sustainability,USA,North America,2021,
75.0,TECH,Google,Sidewalk Portland,URBAN DESIGN,Unknown,Data Analytics,Analytics & Visualization,Sustainability,USA,North America,2021,
75.0,TECH,Google,Sidewalk Portland,URBAN DESIGN,Unknown,AI,Analytics & Visualization,Sustainability,USA,North America,2021,
75.0,TECH,Google,Sidewalk Portland,URBAN DESIGN,Unknown,Mobile Network,Analytics & Visualization,Sustainability,USA,North America,2021,
76.0,TECH,Qualcomm,LinkNYC,INFRASTRUCTURE,Ongoing,Hardware Sensing,Analytics & Visualization,Flexibility,USA,North America,ongoing,2016
76.0,TECH,Qualcomm,LinkNYC,INFRASTRUCTURE,Ongoing,Wireless network,Analytics & Visualization,Flexibility,USA,North America,ongoing,2016
76.0,TECH,Qualcomm,LinkNYC,INFRASTRUCTURE,Ongoing,IoT,Analytics & Visualization,Flexibility,USA,North America,ongoing,2016
76.0,TECH,Qualcomm,LinkNYC,INFRASTRUCTURE,Ongoing,Platform,Analytics & Visualization,Flexibility,USA,North America,ongoing,2016
76.0,TECH,Qualcomm,LinkNYC,INFRASTRUCTURE,Ongoing,User Interface,Analytics & Visualization,Flexibility,USA,North America,ongoing,2016
76.0,TECH,Qualcomm,LinkNYC,INFRASTRUCTURE,Ongoing,Digital Mapping,Analytics & Visualization,Flexibility,USA,North America,ongoing,2016
76.0,TECH,Qualcomm,LinkNYC,INFRASTRUCTURE,Ongoing,Hardware Display,Analytics & Visualization,Flexibility,USA,North America,ongoing,2016
76.0,TECH,Qualcomm,LinkNYC,INFRASTRUCTURE,Ongoing,Human Computer Interaction,Analytics & Visualization,Flexibility,USA,North America,ongoing,2016
77.0,TECH,Qualcomm,Smart Cities Accelerator Program,INITIATIVE,Ongoing,Web Platform,Analytics & Visualization,Flexibility,USA,North America,ongoing,
77.0,TECH,Qualcomm,Smart Cities Accelerator Program,INITIATIVE,Ongoing,Cloud computing,Analytics & Visualization,Flexibility,USA,North America,ongoing,
77.0,TECH,Qualcomm,Smart Cities Accelerator Program,INITIATIVE,Ongoing,User Interface,Analytics & Visualization,Flexibility,USA,North America,ongoing,
78.0,TECH,Qualcomm,Edge AI,PRODUCT,Ongoing,Hardware AI,Cloud/Edge Computing,Flexibility,USA,North America,ongoing,
79.0,TECH,Qualcomm,Wireless Reach FarmPrecise Smart Agriculture,PRODUCT,Completed,Mobile Application,Analytics & Visualization,Decision Making,India,Other,2018,
79.0,TECH,Qualcomm,Wireless Reach FarmPrecise Smart Agriculture,PRODUCT,Completed,AI,Analytics & Visualization,Decision Making,India,Other,2018,
79.0,TECH,Qualcomm,Wireless Reach FarmPrecise Smart Agriculture,PRODUCT,Completed,Data Analytics,Analytics & Visualization,Decision Making,India,Other,2018,
79.0,TECH,Qualcomm,Wireless Reach FarmPrecise Smart Agriculture,PRODUCT,Completed,Hardware Sensing,Analytics & Visualization,Decision Making,India,Other,2018,
79.0,TECH,Qualcomm,Wireless Reach FarmPrecise Smart Agriculture,PRODUCT,Completed,Real-time,Analytics & Visualization,Decision Making,India,Other,2018,
80.0,TECH,Qualcomm,Qualcomm Smart Campus,BUILDING,Ongoing,Edge Intelligence,AI & Machine Learning,Decision Making,USA,North America,ongoing,
80.0,TECH,Qualcomm,Qualcomm Smart Campus,BUILDING,Ongoing,Algorithms,AI & Machine Learning,Decision Making,USA,North America,ongoing,
80.0,TECH,Qualcomm,Qualcomm Smart Campus,BUILDING,Ongoing,Automation,AI & Machine Learning,Decision Making,USA,North America,ongoing,
80.0,TECH,Qualcomm,Qualcomm Smart Campus,BUILDING,Ongoing,Digital Twin,AI & Machine Learning,Decision Making,USA,North America,ongoing,
